,koi_disposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_duration,koi_depth,koi_impact,koi_prad,koi_teq,koi_insol,koi_steff,koi_slogg,koi_srad,koi_model_snr
817,CONFIRMED,0,0,0,0,13.22175358,2.7884,876.5,0.451,2.38,640.0,39.56,5211.0,4.556,0.799,93.6
818,FALSE POSITIVE,0,1,0,0,1.137525054,2.68228,18006.0,1.238,42.74,1746.0,2197.52,5912.0,4.467,0.937,633.1
819,FALSE POSITIVE,0,1,0,0,23.799939273,5.02319,60186.0,1.137,51.74,637.0,38.92,5934.0,4.473,0.957,2065.8
820,CONFIRMED,0,0,0,0,7.16893064,4.6766,112.8,0.573,1.61,1187.0,469.56,6221.0,4.198,1.458,36.3
821,CANDIDATE,0,0,0,0,54.325574,9.86,44.2,0.154,0.76,545.0,20.85,6343.0,4.411,1.137,7.7
823,FALSE POSITIVE,0,1,0,0,1.22775877,2.7545,46148.0,1.111,48.79,1859.0,2809.86,6207.0,4.412,1.044,292.7
824,FALSE POSITIVE,0,1,0,0,40.24649897,6.0203,159410.0,0.877,97.54,768.0,82.27,6594.0,4.051,1.691,420.9
825,FALSE POSITIVE,0,1,0,0,2.27999662,5.7777,12831.0,0.739,20.74,2000.0,3775.07,6594.0,4.051,1.691,366.8
826,FALSE POSITIVE,0,1,0,0,2.48658617,2.7189,42122.0,0.079,24.39,1461.0,1077.69,5892.0,4.35,1.198,91.6
827,CONFIRMED,0,0,0,0,5.729317577,1.1816,865.4,0.597,2.41,850.0,123.03,5320.0,4.589,0.786,59.0
828,CONFIRMED,0,0,0,0,11.776132317,2.8971,1430.8,0.54,2.08,446.0,9.37,3980.0,4.722,0.54,163.5
829,CONFIRMED,0,0,0,0,11.60908533,2.2603,489.3,0.03,1.71,671.0,48.06,5320.0,4.589,0.786,34.1
830,CANDIDATE,0,0,0,0,162.0479502,9.8974,4840.5,0.663,11.52,437.0,8.65,6309.0,4.16,1.567,370.2
831,FALSE POSITIVE,0,1,0,1,0.530967162,3.3659,244.9,1.167,23.72,2704.0,12644.75,6449.0,4.316,1.193,125.5
832,CONFIRMED,0,0,0,0,40.05881661,5.595,1239.4,0.819,3.43,489.0,13.57,5668.0,4.545,0.868,62.6
833,CONFIRMED,0,0,0,0,6.09747233,3.431,217.6,0.012,2.22,1197.0,485.84,5661.0,4.09,1.522,17.4
834,CONFIRMED,0,0,0,0,56.637918,6.172,589.7,0.298,3.68,570.0,24.87,5661.0,4.09,1.522,20.9
835,FALSE POSITIVE,0,0,1,1,2.243016513,2.721,299.6,0.737,1.37,1167.0,438.46,5462.0,4.614,0.732,59.1
836,FALSE POSITIVE,0,1,1,1,8.6531216,4.39,654.8,1.214,22.58,772.0,84.05,5421.0,4.564,0.852,35.7
837,CONFIRMED,0,0,0,0,8.99088621,4.2447,469.7,0.77,2.78,960.0,200.35,5881.0,4.315,1.171,93.6
838,FALSE POSITIVE,0,1,0,0,34.064566412,9.6114,28450.0,0.524,15.57,570.0,25.0,6161.0,4.517,0.892,1305.9
839,FALSE POSITIVE,0,1,0,0,4.350087749,2.6428,23593.0,0.986,24.77,1136.0,393.2,6060.0,4.495,0.953,192.2
840,FALSE POSITIVE,0,1,0,0,1.744101106,1.5497,9681.4,0.618,7.21,1016.0,251.54,4368.0,4.593,0.703,152.6
841,FALSE POSITIVE,0,1,0,0,7.981187121,1.8071,7609.5,1.036,18.75,966.0,205.88,6217.0,4.472,0.989,202.1
842,FALSE POSITIVE,0,0,1,0,4.118775582,3.76,2647.7,0.754,4.48,1067.0,306.75,5944.0,4.579,0.802,125.6
843,CANDIDATE,0,0,0,0,1.694740233,1.6864,1446.8,0.671,2.12,797.0,95.14,3764.0,4.739,0.527,92.3
844,FALSE POSITIVE,0,1,1,0,0.971933156,1.9265,4786.0,1.42,50.75,1754.0,2240.48,5592.0,4.445,0.931,223.1
845,FALSE POSITIVE,0,1,0,0,121.5991278,15.1596,10537.0,5.011,379.63,358.0,3.87,6036.0,4.551,0.847,297.0
846,CANDIDATE,0,0,0,0,15.068060768,3.3011,19387.0,0.88,16.43,742.0,71.78,5982.0,4.493,0.96,282.8
847,CONFIRMED,0,0,0,0,7.886632468,5.2147,6331.2,0.048,8.99,996.0,232.07,5847.0,4.304,1.135,392.3
848,CONFIRMED,0,0,0,0,8.027681123,3.0942,8725.4,0.495,8.43,824.0,109.35,5569.0,4.546,0.887,461.5
849,CONFIRMED,0,0,0,0,704.962626,18.003,2319.1,0.8495,4.53,178.0,0.24,5305.0,4.489,0.818,96.1
850,CONFIRMED,0,0,0,0,50.28635977,6.3212,1119.3,0.018,3.88,543.0,20.59,5900.0,4.309,1.167,99.5
851,CONFIRMED,0,0,0,0,22.79020351,5.0394,617.9,0.036,2.57,634.0,38.27,5478.0,4.354,1.053,47.7
852,CONFIRMED,0,0,0,0,13.26079792,3.912,199.4,0.22,1.47,760.0,78.79,5478.0,4.354,1.053,17.6
853,FALSE POSITIVE,0,1,1,1,1.061932545,2.1429,133.6,0.713,2.29,2508.0,9391.15,6134.0,3.975,1.851,80.2
854,CONFIRMED,0,0,0,0,127.8334997,10.914,1829.9,0.416,9.46,554.0,22.21,6505.0,3.973,2.17,76.9
855,CONFIRMED,0,0,0,0,10.21864532,3.802,445.3,0.416,2.33,920.0,169.13,6100.0,4.376,1.083,26.6
856,CONFIRMED,0,0,0,0,15.573637,5.326,468.1,0.946,2.94,799.0,96.38,6100.0,4.376,1.083,24.7
857,CONFIRMED,0,0,0,0,40.1015561,5.246,550.0,0.868,2.92,583.0,27.31,6100.0,4.376,1.083,19.0
858,CONFIRMED,0,0,0,0,4.45814897,2.867,188.1,0.754,1.61,1212.0,511.6,6100.0,4.376,1.083,14.3
859,FALSE POSITIVE,0,1,1,1,5.663621501,1.2968,1225.0,0.169,2.47,774.0,84.76,4917.0,4.601,0.723,39.8
860,CONFIRMED,0,0,0,0,6.230335,1.6493,1449.2,0.808,3.7,875.0,138.33,5477.0,4.557,0.865,31.6
861,CONFIRMED,0,0,0,0,12.49340725,2.2614,715.7,0.594,2.2,649.0,42.08,5207.0,4.561,0.795,76.2
862,CONFIRMED,0,0,0,0,6.62643441,3.1752,814.6,0.111,2.54,895.0,151.59,5616.0,4.529,0.903,40.6
863,CONFIRMED,0,0,0,0,3.70122061,2.523,327.4,0.178,1.62,1087.0,330.02,5616.0,4.529,0.903,19.6
864,CANDIDATE,0,0,0,0,6.247030799,1.4848,1496.6,0.039,1.89,512.0,16.23,3821.0,4.764,0.487,44.8
865,CONFIRMED,0,0,0,0,13.73474071,2.769,746.4,0.941,2.71,634.0,38.11,5196.0,4.524,0.772,31.0
866,CANDIDATE,0,0,0,0,700.00298217,7.6525,3245.9,0.143,6.43,238.0,0.76,6487.0,4.397,1.118,60.3
867,CANDIDATE,0,0,0,0,272.0868353,2.7145,5572.0,0.3629,5.95,251.0,0.93,5587.0,4.548,0.791,21.5
868,CONFIRMED,0,0,0,0,14.55387488,6.973,319.7,0.955,3.45,939.0,183.48,6143.0,4.177,1.507,26.8
869,FALSE POSITIVE,0,1,1,1,0.895277575,2.711,534.5,0.928,9.27,4253.0,77480.31,8040.0,3.707,3.325,132.1
870,CONFIRMED,0,0,0,0,81.0637895,3.001,476.0,0.584,3.01,511.0,16.12,6198.0,4.237,1.324,19.4
871,CONFIRMED,0,0,0,0,24.8056775,6.148,624.4,0.007,2.16,588.0,28.22,5600.0,4.455,0.872,39.4
872,CONFIRMED,0,0,0,0,13.02493307,4.5706,778.4,0.004,2.88,786.0,90.1,5657.0,4.364,1.046,119.3
873,CONFIRMED,0,0,0,0,44.3471936,6.43,791.7,0.273,2.45,484.0,13.0,5600.0,4.455,0.872,40.5
874,CONFIRMED,0,0,0,0,9.2207691,4.907,140.0,0.037,1.02,817.0,105.63,5600.0,4.455,0.872,13.2
875,CONFIRMED,0,0,0,0,13.6396648,5.425,162.7,0.105,1.1,717.0,62.6,5600.0,4.455,0.872,13.3
876,CONFIRMED,0,0,0,0,1.922799706,1.8604,259.7,0.036,1.28,1215.0,514.44,5194.0,4.559,0.815,30.1
877,CONFIRMED,0,0,0,0,3.222975318,2.9247,232.7,0.33,1.47,1239.0,558.65,5823.0,4.427,0.96,31.3
878,CANDIDATE,0,0,0,0,42.0370662,6.282,266.8,0.672,1.66,527.0,18.16,5823.0,4.427,0.96,14.7
879,CANDIDATE,0,0,0,0,21.0112068,4.507,163.6,0.853,1.4,663.0,45.79,5823.0,4.427,0.96,10.2
880,CONFIRMED,0,0,0,0,4.16811839,2.8084,263.0,0.709,2.28,1277.0,628.73,5689.0,4.202,1.313,26.7
881,CONFIRMED,0,0,0,0,5.82348911,2.2441,888.7,0.877,3.0,955.0,196.33,5774.0,4.526,0.864,38.1
882,CANDIDATE,0,0,0,0,8.75059775,2.8288,881.9,0.33,2.27,682.0,51.0,4942.0,4.599,0.779,28.3
883,FALSE POSITIVE,0,1,1,0,9.41475056,4.736,483.4,1.148,19.33,962.0,202.58,6406.0,4.436,1.033,55.2
884,FALSE POSITIVE,1,0,0,0,0.56669006,2.1674,104.6,0.7102,1.52,2955.0,18023.71,6899.0,4.273,1.386,53.8
885,CONFIRMED,0,0,0,0,7.13969705,3.981,512.9,0.027,2.24,965.0,205.23,6014.0,4.486,0.993,27.8
886,CONFIRMED,0,0,0,0,18.75470238,3.0331,995.3,0.034,1.67,382.0,5.03,3976.0,4.721,0.54,33.2
887,FALSE POSITIVE,0,0,1,0,3.00363219,3.732,101.2,0.727,1.43,1571.0,1441.44,6309.0,4.217,1.32,38.5
888,CONFIRMED,0,0,0,0,11.30123036,4.022,277.1,0.117,1.85,852.0,124.42,5730.0,4.34,1.122,18.5
889,FALSE POSITIVE,0,1,1,1,0.796722833,2.4551,107.1,0.601,1.44,2401.0,7844.64,5959.0,4.121,1.334,43.9
890,CONFIRMED,0,0,0,0,4.24153629,2.971,188.1,0.257,1.44,1177.0,452.95,5776.0,4.34,1.047,18.0
891,CONFIRMED,0,0,0,0,17.32419108,8.045,241.3,0.764,3.14,964.0,204.1,5968.0,3.972,1.857,49.1
892,CONFIRMED,0,0,0,0,14.37457572,4.7892,335.8,0.035,1.94,779.0,87.24,5768.0,4.358,1.067,55.2
893,CONFIRMED,0,0,0,0,9.65188331,4.296,103.2,0.122,1.08,890.0,148.32,5768.0,4.358,1.067,19.8
894,FALSE POSITIVE,0,0,1,1,6.0990118,3.6112,227.5,0.688,3.16,1374.0,842.53,5743.0,3.881,1.971,39.3
895,CONFIRMED,0,0,0,0,49.4781446,2.493,496.6,0.048,1.88,462.0,10.73,5776.0,4.554,0.849,20.4
896,CONFIRMED,0,0,0,0,30.8639476,8.864,256.5,0.907,3.01,743.0,72.05,5977.0,4.08,1.571,63.0
897,CONFIRMED,0,0,0,0,2.403640701,1.4012,74.9,0.918,1.24,1489.0,1164.85,5881.0,4.315,1.171,16.3
898,FALSE POSITIVE,0,0,1,1,2.90060781,2.563,124.8,0.47,1.58,1645.0,1727.31,6547.0,4.241,1.371,20.6
899,CONFIRMED,0,0,0,0,4.51436096,3.0083,230.7,0.118,1.84,1231.0,543.73,5940.0,4.306,1.215,28.4
900,CONFIRMED,0,0,0,0,3.77359871,2.7282,176.0,0.0,1.29,1270.0,614.52,6224.0,4.404,0.969,25.6
901,CONFIRMED,0,0,0,0,8.18182189,2.4566,299.6,0.655,1.77,981.0,218.9,6224.0,4.404,0.969,27.4
902,CONFIRMED,0,0,0,0,13.32389352,3.2208,781.3,0.073,1.26,378.0,4.83,3751.0,4.813,0.45,25.9
903,CONFIRMED,0,0,0,0,4.919584997,4.1988,425.7,0.243,2.86,1312.0,702.13,6236.0,4.246,1.378,132.0
904,CONFIRMED,0,0,0,0,11.41911886,5.135,509.2,0.947,3.32,921.0,170.33,6311.0,4.398,1.172,23.7
905,CONFIRMED,0,0,0,0,11.36113254,4.1886,569.5,0.734,2.6,869.0,134.97,6244.0,4.46,1.009,57.0
906,FALSE POSITIVE,1,0,0,0,1.3866358,4.77,70.1,0.3783,0.72,1503.0,1205.94,5693.0,4.551,0.856,6.8
907,CONFIRMED,0,0,0,0,14.53410833,3.3094,510.6,0.766,1.36,420.0,7.34,3957.0,4.693,0.553,32.5
908,CONFIRMED,0,0,0,0,33.0063185,7.118,278.1,0.39,3.13,778.0,86.38,5968.0,3.972,1.857,38.2
909,CONFIRMED,0,0,0,0,11.13127159,4.2372,211.2,0.01,2.06,952.0,194.31,5800.0,4.202,1.435,36.8
910,FALSE POSITIVE,0,0,1,1,3.47143963,3.663,99.8,0.719,1.19,1358.0,805.05,6341.0,4.409,1.111,27.5
911,CONFIRMED,0,0,0,0,29.6193891,4.9595,314.7,0.046,1.74,580.0,26.79,5618.0,4.401,0.996,42.5
913,CONFIRMED,0,0,0,0,8.925079516,2.6766,977.5,0.74,2.36,628.0,36.89,4728.0,4.628,0.693,135.8
914,CONFIRMED,0,0,0,0,8.0922105,5.7696,65.3,0.951,1.44,1089.0,331.65,5774.0,4.106,1.395,37.5
915,FALSE POSITIVE,0,1,0,1,3.117087797,3.06941,12152.0,1.255,88.51,1842.0,2725.12,6338.0,3.973,2.046,441.7
916,CONFIRMED,0,0,0,0,22.687155,5.4921,960.0,0.023,3.2,653.0,42.95,5657.0,4.364,1.046,122.8
917,FALSE POSITIVE,0,1,0,0,0.937406378,1.9515,5079.6,0.8735,7.09,1659.0,1790.11,5480.0,4.529,0.843,138.9
918,FALSE POSITIVE,0,1,1,1,0.668483615,2.0909,2899.8,1.269,29.53,1832.0,2642.17,5546.0,4.575,0.81,161.2
919,FALSE POSITIVE,0,1,0,0,4.429633087,3.0257,6120.1,1.264,32.12,950.0,192.62,5344.0,4.545,0.809,166.3
920,FALSE POSITIVE,0,0,1,1,1.544927524,1.0134,138.5,0.533,1.39,1824.0,2606.96,6309.0,4.34,1.132,25.4
921,CONFIRMED,0,0,0,0,4.48758768,2.874,112.0,0.532,1.37,1305.0,684.07,6060.0,4.227,1.257,25.9
922,FALSE POSITIVE,0,0,0,0,0.323021692,2.3442,47100.0,1.1083,46.4,2545.0,9913.7,5458.0,4.381,0.972,520.6
923,FALSE POSITIVE,0,1,0,0,4.70818628,3.278,56545.0,1.082,42.99,1046.0,282.41,5868.0,4.53,0.894,24.7
924,FALSE POSITIVE,0,1,0,0,14.405857436,5.48509,30431.0,0.001,23.42,888.0,146.95,5945.0,4.196,1.346,2294.1
925,FALSE POSITIVE,0,1,0,0,7.702374154,3.8459,18377.0,3.346,225.25,825.0,109.38,5598.0,4.565,0.83,157.2
926,CONFIRMED,0,0,0,0,16.56062577,2.611,700.8,0.96,2.94,701.0,57.28,5818.0,4.436,0.855,30.8
927,CONFIRMED,0,0,0,0,15.74958583,4.6672,659.5,0.637,2.77,777.0,86.18,6191.0,4.454,1.025,42.6
928,CONFIRMED,0,0,0,0,37.8145252,9.109,412.5,0.845,3.04,626.0,36.25,5988.0,4.278,1.314,57.9
929,CONFIRMED,0,0,0,0,12.64504291,9.117,200.4,0.931,1.55,741.0,71.28,5607.0,4.447,0.886,32.7
930,CONFIRMED,0,0,0,0,21.5262958,8.392,190.0,0.804,1.36,621.0,35.03,5607.0,4.447,0.886,23.4
931,CONFIRMED,0,0,0,0,33.8845825,6.538,224.1,0.961,1.74,533.0,19.13,5607.0,4.447,0.886,17.2
932,CONFIRMED,0,0,0,0,6.40087137,2.5561,133.6,0.861,1.91,1109.0,357.44,5426.0,4.107,1.421,24.4
933,CONFIRMED,0,0,0,0,30.1599411,7.874,175.9,0.802,4.54,836.0,115.69,5010.0,3.62,3.051,32.3
934,CONFIRMED,0,0,0,0,51.0771048,11.233,141.5,0.498,3.66,702.0,57.28,5010.0,3.62,3.051,24.1
935,FALSE POSITIVE,1,0,0,0,4.2856756,4.059,31.4,0.5445,2.13,1790.0,2429.13,5055.0,3.443,3.733,8.3
936,FALSE POSITIVE,0,1,0,0,7.388833611,5.62857,13064.0,0.799,10.66,877.0,139.94,5845.0,4.558,0.838,1509.3
937,FALSE POSITIVE,0,1,0,0,2.698021895,23.192,6721.2,1.3,52.51,1582.0,1481.76,6568.0,4.36,1.211,647.1
938,CONFIRMED,0,0,0,0,117.93110803,5.8796,8506.6,0.615,10.36,418.0,7.2,6392.0,4.425,1.072,212.5
939,FALSE POSITIVE,0,0,0,1,4.887806806,2.4078,4676.0,0.561,5.71,918.0,167.54,5284.0,4.523,0.812,116.1
940,FALSE POSITIVE,0,1,0,0,11.973605044,4.3117,3822.9,1.3,38.2,820.0,106.83,6146.0,4.497,0.943,172.9
941,FALSE POSITIVE,0,1,1,1,1.231364189,5.8574,1097.1,0.995,5.39,1707.0,2005.15,5897.0,4.429,0.891,229.7
942,FALSE POSITIVE,0,0,1,0,2.102416517,1.7684,1502.5,1.236,29.29,1435.0,1003.06,5999.0,4.494,0.959,94.3
943,FALSE POSITIVE,0,1,0,0,11.703109303,2.0467,4201.0,1.279,37.3,811.0,102.47,6014.0,4.494,0.958,126.6
944,FALSE POSITIVE,0,0,1,0,13.73808249,3.354,660.7,0.957,3.84,912.0,163.52,6375.0,4.292,1.178,68.4
945,FALSE POSITIVE,0,1,0,0,16.66216657,3.8762,27442.0,7.444,843.45,834.0,114.41,6440.0,4.38,1.169,114.5
946,FALSE POSITIVE,0,1,1,1,0.752159702,2.3621,3425.0,1.272,43.73,2224.0,5767.22,5916.0,4.296,1.175,291.1
947,FALSE POSITIVE,0,1,1,1,4.81886153,6.223,1318.6,0.924,2.96,803.0,98.29,5030.0,4.658,0.651,86.3
948,CONFIRMED,0,0,0,0,125.86540191,9.0191,12390.0,0.101,12.37,394.0,5.71,5933.0,4.342,1.115,544.7
949,CONFIRMED,0,0,0,0,34.5439452,3.482,429.8,0.87,2.67,607.0,32.02,5933.0,4.342,1.115,23.4
950,CONFIRMED,0,0,0,0,10.74241765,6.0633,415.2,0.034,3.06,1008.0,243.94,5761.0,4.091,1.518,95.4
951,FALSE POSITIVE,0,1,0,0,4.02378908,3.237,32.1,0.715,2.24,2504.0,9293.19,7516.0,3.651,3.685,36.1
952,FALSE POSITIVE,0,0,0,0,0.312941621,2.0646,35262.0,1.1789,58.02,3151.0,23300.36,6286.0,4.312,1.188,413.9
953,CONFIRMED,0,1,0,0,2.495780169,4.2721,25070.0,0.133,15.75,1408.0,929.47,6039.0,4.426,0.992,171.4
954,FALSE POSITIVE,0,1,0,0,8.428090255,1.881,11356.0,6.787,517.43,817.0,105.54,5761.0,4.573,0.805,183.0
955,FALSE POSITIVE,0,1,0,0,8.344104633,1.8014,9695.0,10.047,836.31,785.0,89.55,5447.0,4.559,0.838,89.7
956,CANDIDATE,0,0,0,0,1.714274727,2.06728,28460.0,1.182,25.0,827.0,110.02,3874.0,4.715,0.535,987.2
957,FALSE POSITIVE,0,1,0,0,137.75960504,9.1713,83298.0,0.776,49.52,396.0,5.81,5323.0,4.085,1.452,885.9
958,FALSE POSITIVE,0,1,0,0,2.155278342,2.1064,20739.0,0.926,16.89,1272.0,620.67,5665.0,4.568,0.82,142.7
959,FALSE POSITIVE,0,1,0,0,3.661326482,2.5714,17846.0,0.812,12.07,1023.0,258.6,5319.0,4.501,0.798,424.6
960,CONFIRMED,0,0,0,0,4.75400072,2.5394,748.7,0.672,2.0,775.0,85.23,4728.0,4.628,0.693,141.4
962,FALSE POSITIVE,0,1,0,0,165.739861,24.9393,7343.4,0.263,57.54,692.0,54.1,5019.0,2.99,6.836,527.8
963,FALSE POSITIVE,0,1,1,1,9.08937826,6.255,779.8,0.982,5.35,1104.0,351.45,6739.0,4.332,1.275,72.7
964,CONFIRMED,0,0,0,0,3.234699282,3.59385,10559.0,0.079,13.06,1356.0,797.62,5640.0,4.236,1.291,3003.8
965,CONFIRMED,0,0,0,0,31.99552485,4.2817,1376.1,0.69,4.12,582.0,27.17,5657.0,4.364,1.046,128.0
966,FALSE POSITIVE,0,1,0,0,1.577800747,2.1626,697.7,1.332,31.24,1513.0,1236.23,6089.0,4.566,0.802,79.6
967,FALSE POSITIVE,0,1,0,0,2.380862632,4.20416,32634.0,0.664,21.65,1480.0,1133.0,5821.0,4.297,1.129,2590.6
968,FALSE POSITIVE,0,0,1,1,1.752567456,5.4993,607.3,1.218,26.56,1502.0,1202.54,5739.0,4.433,0.996,92.2
969,CONFIRMED,0,0,0,0,51.92920654,5.2637,3425.8,0.398,8.49,574.0,25.6,5671.0,4.128,1.442,81.8
971,CANDIDATE,0,0,0,0,3.014330766,2.4747,975.3,0.01,2.87,1124.0,377.79,5209.0,4.446,0.953,57.3
972,CONFIRMED,0,0,0,0,5.644914154,2.2599,1397.9,0.445,2.66,744.0,72.38,4769.0,4.622,0.714,63.9
973,CONFIRMED,0,0,0,0,3.105507835,1.7458,904.6,0.799,2.68,980.0,217.91,4989.0,4.585,0.791,178.6
974,FALSE POSITIVE,0,1,1,0,1.336109338,1.7419,2204.3,1.28,35.19,1727.0,2106.49,6119.0,4.46,0.967,150.0
975,CANDIDATE,0,0,0,0,13.35151248,3.6045,3308.8,0.573,4.44,585.0,27.77,4843.0,4.562,0.754,107.9
976,CANDIDATE,0,0,0,0,1693.6636225,22.604,9515.3,0.5283,10.23,157.0,0.14,5923.0,4.445,1.021,122.8
977,CONFIRMED,0,0,0,0,5.841636615,1.8734,1336.3,0.026,1.38,446.0,9.38,3526.0,4.866,0.383,41.1
978,CONFIRMED,0,0,0,0,19.85029495,2.8407,1607.5,0.217,1.52,297.0,1.83,3526.0,4.866,0.383,34.4
979,CONFIRMED,0,0,0,0,15.27443889,6.0765,206.7,0.153,2.17,896.0,152.62,5761.0,4.091,1.518,40.3
980,FALSE POSITIVE,0,0,1,1,22.34293693,7.0813,2691.1,0.001,2.92,399.0,6.01,4260.0,4.663,0.58,35.3
981,FALSE POSITIVE,0,1,0,0,119.40817159,9.3537,18563.0,0.915,16.26,328.0,2.72,5316.0,4.477,0.872,508.4
982,FALSE POSITIVE,0,1,1,0,1.171536413,1.5878,1132.7,0.973,7.12,2387.0,7673.2,7021.0,4.275,1.485,67.0
983,FALSE POSITIVE,0,0,1,0,0.973547911,2.2858,435.7,1.097,11.52,1814.0,2556.6,6084.0,4.542,0.863,38.7
984,FALSE POSITIVE,0,1,1,1,3.053563251,3.2551,508.4,1.208,21.79,1171.0,444.16,5764.0,4.548,0.863,50.4
985,FALSE POSITIVE,0,0,1,1,1.031096352,2.781,265.4,0.979,2.36,2020.0,3954.46,6371.0,4.426,1.072,37.8
986,CONFIRMED,0,0,0,0,11.00817635,2.013,1462.5,0.025,2.15,488.0,13.39,4141.0,4.684,0.582,42.1
987,CONFIRMED,0,0,0,0,92.7495777,5.506,1105.1,0.019,1.87,240.0,0.78,4141.0,4.684,0.582,18.0
988,CONFIRMED,0,0,0,0,52.5008645,14.9066,946.7,0.11,12.41,812.0,102.94,4976.0,3.331,4.157,116.2
989,CONFIRMED,0,0,0,0,0.63133171,1.1487,434.5,0.726,1.2,1322.0,726.72,4441.0,4.71,0.53,95.8
990,CONFIRMED,0,0,0,0,12.69905011,2.9899,797.4,0.663,2.62,686.0,52.55,5291.0,4.489,0.882,30.4
991,CONFIRMED,0,0,0,0,8.74292005,2.6277,779.5,0.025,1.92,643.0,40.33,4769.0,4.622,0.714,30.7
992,CONFIRMED,0,0,0,0,3.64830183,1.9985,371.7,0.063,1.33,860.0,129.44,4769.0,4.622,0.714,19.9
993,CONFIRMED,0,0,0,0,2.345863002,1.6795,316.7,0.035,1.23,997.0,233.38,4769.0,4.622,0.714,19.6
994,CONFIRMED,0,0,0,0,37.1011418,5.5556,1357.5,0.41,3.19,532.0,18.95,5986.0,4.527,0.85,55.2
995,CANDIDATE,0,0,0,0,104.8205868,4.4794,3920.1,0.918,6.45,376.0,4.74,5986.0,4.527,0.85,76.6
996,CONFIRMED,0,0,0,0,10.8644095,1.853,748.7,0.763,1.14,363.0,4.09,3526.0,4.866,0.383,16.8
997,CONFIRMED,0,0,0,0,124.4197175,3.7197,4107.0,0.017,10.3,416.0,7.07,5066.0,3.974,1.659,39.9
998,CONFIRMED,0,0,0,0,1.219568047,1.5681,494.9,0.067,1.51,1252.0,578.96,4838.0,4.625,0.701,65.9
999,CONFIRMED,0,0,0,0,2.05388477,2.1635,546.7,0.282,2.74,1523.0,1271.11,5632.0,4.282,1.176,50.0
1000,CONFIRMED,0,0,0,0,38.86848956,6.0573,1004.9,0.028,2.81,509.0,15.89,5618.0,4.46,0.897,73.4
1001,CONFIRMED,0,0,0,0,35.7353616,8.491,778.8,0.878,5.47,774.0,84.66,6366.0,4.045,1.697,58.4
1002,CONFIRMED,0,0,0,0,12.30971679,6.74,396.0,0.847,3.82,1104.0,350.46,6366.0,4.045,1.697,45.9
1003,CONFIRMED,0,0,0,0,54.4205407,8.559,598.0,0.9414,3.2,574.0,25.6,6781.0,4.422,1.067,44.9
1005,FALSE POSITIVE,0,1,1,1,14.32407216,4.6577,2053.9,1.292,38.86,782.0,88.38,6022.0,4.453,1.039,58.0
1006,CONFIRMED,0,0,0,0,27.07237655,6.9592,514.2,0.015,2.18,605.0,31.58,5936.0,4.501,0.965,44.0
1007,CONFIRMED,0,0,0,0,37.5142128,5.303,935.0,0.366,2.68,478.0,12.38,5291.0,4.489,0.882,28.9
1008,CONFIRMED,0,0,0,0,55.6391882,7.316,853.0,0.811,3.13,478.0,12.33,5949.0,4.493,0.962,48.3
1009,CONFIRMED,0,0,0,0,46.6856205,6.3794,588.8,0.217,2.52,513.0,16.41,5657.0,4.364,1.046,59.0
1010,CANDIDATE,0,0,0,0,34.2966363,19.718,696.6,0.711,3.29,584.0,27.6,5490.0,4.263,1.167,66.7
1011,CONFIRMED,0,0,0,0,4.59726613,2.909,313.0,0.033,1.69,1105.0,352.4,5999.0,4.494,0.959,17.0
1012,CONFIRMED,0,0,0,0,9.97716876,5.908,252.9,0.002,2.53,1028.0,263.89,5557.0,4.037,1.616,21.8
1013,CONFIRMED,0,0,0,0,3.02168007,2.8264,171.9,0.349,1.31,1332.0,744.35,6201.0,4.472,0.989,32.9
1014,FALSE POSITIVE,0,1,0,0,30.882538697,5.3737,24012.0,0.197,15.4,593.0,29.12,6014.0,4.486,0.993,1266.2
1015,FALSE POSITIVE,0,0,1,0,72.4914068,3.612,1063.5,0.989,15.33,700.0,56.76,5754.0,3.639,2.758,39.2
1016,FALSE POSITIVE,0,1,0,0,4.93913074,1.362,382.9,1.167,24.03,1182.0,461.47,5956.0,4.324,1.17,22.0
1017,CONFIRMED,0,0,0,0,2.240486703,1.3988,436.3,0.461,1.22,837.0,115.98,4198.0,4.689,0.574,33.8
1018,CONFIRMED,0,0,0,0,105.0145774,7.426,296.0,0.954,2.29,406.0,6.44,5868.0,4.363,1.042,33.9
1019,CONFIRMED,0,0,0,0,4.88084456,2.5574,343.0,0.227,1.55,879.0,141.0,4929.0,4.481,0.861,32.6
1020,CONFIRMED,0,0,0,0,10.56137217,3.2645,238.4,0.963,2.43,867.0,133.56,5610.0,4.316,1.171,21.7
1021,CONFIRMED,0,0,0,0,67.6690554,9.556,961.1,0.354,3.39,495.0,14.24,6127.0,4.356,1.08,37.2
1022,CONFIRMED,0,0,0,0,3.949627144,1.5485,807.2,0.049,2.32,966.0,206.05,5155.0,4.523,0.836,45.1
1023,CONFIRMED,0,0,0,0,16.00460392,3.9475,831.9,0.49,2.24,583.0,27.41,5180.0,4.597,0.769,34.3
1024,FALSE POSITIVE,0,0,1,1,3.55650737,8.545,293.6,0.01,3.05,1405.0,918.25,4951.0,3.876,1.843,77.1
1025,CONFIRMED,0,0,0,0,3.148661555,2.1978,550.5,0.652,2.15,1097.0,342.76,5258.0,4.458,0.873,35.3
